id,url,title_korean,title_japanese,title_english,format,status,year,quarter,start_date,end_date,total_episodes,duration,genres,tags,synopsis,num_characters,main_characters,director,studio,original_work,error
1191,https://anilife.app/content/1191?tab=info,어떤 과학의 초전자포 S,とある科学の超電磁砲S,Toaru Kagaku no Railgun S,,,,,,,,,액션|판타지|SF,슈퍼 파워|여성 주인공|도시 판타지|도시|주로 여성 캐스트|슈퍼히어로|클론|비극|인공 지능|의학|소년 만화|기숙학교|츤데레|학교|테러리즘|귀여운 소녀들의 귀여운 일상|고어|오조우-사마|주로 청소년 캐스트,등록된 줄거리가 없습니다.,6,미사카 미코토(사토 리나)|시라이 쿠로코(아라이 사토미)|우이하루 카자리(토요사키 아이세)|사텐 루이코(이토 카나에)|카미조우 토우마(아베 아츠시),나가이 류섯,"J.C. 스태프, 퍼니메이션, 무빅, AT-X, Warner Bros. Japan, ASCII Media Works, Geneon Entertainment",,
1200,https://anilife.app/content/1200?tab=info,케이온!! (2기) 스페셜,うらおん!!,K-ON!!: Ura-On!!,,,,,,,,,코미디,치비|귀여운 소녀들의 귀여운 일상|주로 여성 캐스트|여성 주인공|플래시|비극|밴드|쿠데레,등록된 줄거리가 없습니다.,6,히라사와 유이(토요사키 아이세)|아키야마 미오(히카사 요우코)|타이나카 리츠(사토 사토미)|코토부키 츠무기(코토부키 미나코)|야마나카 사와코(사나다 아사미),,교토 애니메이션,카키후라이,
1193,https://anilife.app/content/1193?tab=info,노라가미,ノラガミ,Noragami,,,,,,,,,액션|모험|코미디|초자연,신들|요괴|여성 주인공|도시 판타지|소년 만화|신화|안티 히어로|변신|남성 주인공|검술|기억 조작|찾은 가족|고양이귀 인간|무녀|복수|야외|왕따|환경|연령 차이,등록된 줄거리가 없습니다.,6,야토(카미야 히로시)|이키 히요리(우치다 마오리)|유키네(카지 유우키)|비샤몬(사와시로 미유키)|카즈마(후쿠야마 준),타무라 코타로,"본즈, 코단샤, 퍼니메이션, 무빅, Shouchiku, 덴츠, A-Sketch, Ai Addiction, Lawson Entertainment, Madman Entertainment, 에이벡스 엔터테인먼트",아다치 토카,
1197,https://anilife.app/content/1197?tab=info,케이온!,けいおん!,K-ON!,,,,,,,,,코미디|음악|일상,학교 클럽|귀여운 소녀들의 귀여운 일상|밴드|주로 여성 캐스트|여성 주인공|이야시케이|학교|주로 청소년 캐스트|에피소딕|청년|성장기|앙상블 캐스트|음식|때림 개그|마이 톰보이,등록된 줄거리가 없습니다.,6,히라사와 유이(토요사키 아이세)|아키야마 미오(히카사 요우코)|타이나카 리츠(사토 사토미)|코토부키 츠무기(코토부키 미나코)|나카노 아즈사(타케타치 아야나),야마다 나오코,"교토 애니메이션, Animation Do, 라쿠온샤, 센타이 필름웍스, 포니 캐년, 무빅, TBS",카키후라이,
1195,https://anilife.app/content/1195?tab=info,백곰 카페,しろくまカフェ,Shirokuma Cafe,,,,,,,,,코미디|일상,에피소딕|동물|일|남성 주인공|귀여운 소년들의 귀여운 일상|조세이|인간화|이야시케이|주로 동물 출연|이성애,등록된 줄거리가 없습니다.,6,시로쿠마(사쿠라이 타카히로)|판다(후쿠야마 준)|펭귄(카미야 히로시)|사사코(엔도 아야)|마마 판다(모리카와 토모유키),마스하라 미츠키,"스튜디오 피에로, TV 도쿄, 에이벡스 엔터테인먼트",아로하 히가,
1194,https://anilife.app/content/1194?tab=info,노라가미 ARAGOTO,ノラガミ ARAGOTO,Noragami ARAGOTO,,,,,,,,,액션|모험|코미디|초자연,신들|신화|소년 만화|요괴|도시 판타지|여성 주인공|찾은 가족|남성 주인공|검술|변신|안티 히어로|복수|환생|고양이귀 인간|누드,등록된 줄거리가 없습니다.,6,야토(카미야 히로시)|이키 히요리(우치다 마오리)|유키네(카지 유우키)|비샤몬(사와시로 미유키)|카즈마(후쿠야마 준),타무라 코타로,"본즈, 코단샤, 퍼니메이션, Shouchiku, 덴츠, A-Sketch, Ai Addiction, 에이벡스 엔터테인먼트",아다치 토카,
1199,https://anilife.app/content/1199?tab=info,케이온! 스페셜,うらおん!,K-ON!: Ura-On!,,,,,,,,,코미디,치비|귀여운 소녀들의 귀여운 일상|여성 주인공|주로 여성 캐스트|쿠데레,등록된 줄거리가 없습니다.,6,히라사와 유이(토요사키 아이세)|아키야마 미오(히카사 요우코)|타이나카 리츠(사토 사토미)|코토부키 츠무기(코토부키 미나코)|나카노 아즈사(타케타치 아야나),,교토 애니메이션,카키후라이,
1198,https://anilife.app/content/1198?tab=info,케이온!! (2기),けいおん!!,K-ON!!,,,,,,,,,코미디|음악|일상,귀여운 소녀들의 귀여운 일상|학교 클럽|주로 여성 캐스트|여성 주인공|밴드|성장기|주로 청소년 캐스트|학교|이야시케이|청년|에피소딕|마이 톰보이|츤데레|음식|갈색 피부,등록된 줄거리가 없습니다.,6,히라사와 유이(토요사키 아이세)|아키야마 미오(히카사 요우코)|타이나카 리츠(사토 사토미)|코토부키 츠무기(코토부키 미나코)|나카노 아즈사(타케타치 아야나),야마다 나오코,"교토 애니메이션, Animation Do, 라쿠온샤, 센타이 필름웍스, 포니 캐년, 무빅, TBS",카키후라이,
1196,https://anilife.app/content/1196?tab=info,나루토,NARUTO -ナルト-,NARUTO,,,,,,,,,액션|모험|코미디|드라마|판타지|초자연,닌자|소년 만화|성장기|남성 주인공|찾은 가족|슈퍼 파워|수양|무술|복수|시대착오성|이성애|주로 아이 캐스트|비극|변신|고아|펨보이|왕따|대형 괴수|앙상블 캐스트|악마|여행|소원해진 가족|짝사랑|성별 변환|때림 개그|학교|암살자|누드|사랑의 삼각형,등록된 줄거리가 없습니다.,6,우치하 사스케(스기야마 노리아키)|우즈마키 나루토(타케우치 준코)|하타케 카카시(이노우에 카즈히코)|하루노 사쿠라(나카무라 치에)|우치하 이타치(이시카와 히데오),다테 유토,"스튜디오 피에로, 애니플렉스, 비즈 미디어, TV 도쿄, 라쿠온샤, 슈에이샤, KSS, SME Visual Works",키시모토 마사시,
1226,https://anilife.app/content/1226?tab=info,어떤 마술의 금서목록 1기 스페셜,とある魔術のいんでっくすたん,Toaru Majutsu no Index Specials,,,,,,,,,코미디,풍자|치비|쿠데레,등록된 줄거리가 없습니다.,6,프로히비토룸 리브로룸 인덱스(이구치 유우카)|카미조우 토우마(아베 아츠시)|미사카 미코토(사토 리나)|마그누스 스틸(타니야마 키쇼)|칸자키 카오리(이토 시즈카),,J.C. 스태프,가마치 와마,
1228,https://anilife.app/content/1228?tab=info,어떤 마술의 금서목록 3기 스페셜,とある魔術の禁書目録たんIII,Toaru Majutsu no Index III Specials,,,,,,,,,코미디,쿠데레,등록된 줄거리가 없습니다.,6,프로히비토룸 리브로룸 인덱스(이구치 유우카)|카미조우 토우마(아베 아츠시)|미사카 미코토(사토 리나)|마그누스 스틸(타니야마 키쇼)|칸자키 카오리(이토 시즈카),,,,
1227,https://anilife.app/content/1227?tab=info,어떤 마술의 금서목록 2기 스페셜,とある魔術のいんでっくすたん,Toaru Majutsu no Index II Specials,,,,,,,,,코미디,풍자|치비|쿠데레,등록된 줄거리가 없습니다.,6,프로히비토룸 리브로룸 인덱스(이구치 유우카)|카미조우 토우마(아베 아츠시)|미사카 미코토(사토 리나)|마그누스 스틸(타니야마 키쇼)|칸자키 카오리(이토 시즈카),,J.C. 스태프,가마치 와마,
1202,https://anilife.app/content/1202?tab=info,하나야마타,ハナヤマタ,Hanayamata,,,,,,,,,코미디|일상,댄싱|학교 클럽|귀여운 소녀들의 귀여운 일상|여성 주인공|주로 청소년 캐스트|주로 여성 캐스트|학교|이야시케이|청년|츤데레|밴드|아이돌,등록된 줄거리가 없습니다.,6,파운틴스탠드 N. 하나(타나카 미카미)|니시미카도 타미(오오토비 유카)|사사메 야야(오쿠노 카야)|세키야 나루(우에다 레이나)|토키와 마치(누마쿠라 마나미),이시즈카 아츠코,"매드하우스, 센타이 필름웍스, Madman Entertainment, DIVE II Entertainment",하마유바 소,
1205,https://anilife.app/content/1205?tab=info,실내캠핑Δ,へやキャン△,Heya Camp△,,,,,,,,,코미디|일상,귀여운 소녀들의 귀여운 일상|야외|이야시케이|주로 여성 캐스트|여성 주인공|음식|청년|주로 청소년 캐스트|여행,등록된 줄거리가 없습니다.,6,카가미하라 나데시코(하나모리 유미리)|이누야마 아오이(토요사키 아이세)|오오가키 치아키(하라 사유리)|사이토우 에나(타카하시 리에)|시마 린(히가시야마 나오),진포 마사토,C-Station,아후로,
1204,https://anilife.app/content/1204?tab=info,유루캠Δ 스페셜,ゆるキャン△ OVA,Yuru Camp△ OVA,,,,,,,,,코미디|일상,야외|귀여운 소녀들의 귀여운 일상|이야시케이|학교 클럽|여성 주인공|주로 여성 캐스트|생존|음식|청년|주로 청소년 캐스트,등록된 줄거리가 없습니다.,6,카가미하라 나데시코(하나모리 유미리)|이누야마 아오이(토요사키 아이세)|오오가키 치아키(하라 사유리)|사이토우 에나(타카하시 리에)|시마 린(히가시야마 나오),쿄고쿠 요시아키,C-Station,아후로,
1224,https://anilife.app/content/1224?tab=info,기숙학교의 줄리엣,寄宿学校のジュリエット,Kishuku Gakkou no Juliet,,,,,,,,,코미디|로맨스,학교|갱단|이성애|기숙학교|남성 주인공|풍자|주로 여성 캐스트|외국|소년 만화|사랑의 삼각형|츤데레|왕따|여성 하렘|성전환|LGBTQ+ 주제|운동|쌍둥이,등록된 줄거리가 없습니다.,6,페르시아 줄리엣(카야노 아이)|이누즈카 로미오(오노 토모키)|폴드 스콧(카미야 히로시)|웨스티아 샤르트뢰(시마무라 유)|코마이 하스키(사쿠라 아야네),타쿠노 세이키,라이덴필름,칸다 요스케,
1230,https://anilife.app/content/1230?tab=info,러브 라이브! School idol project 2,ラブライブ! School idol project 2期,Love Live! School idol project 2nd Season,,,,,,,,,음악|일상,아이돌|주로 여성 캐스트|앙상블 캐스트|댄싱|학교 클럽|성장기|여성 주인공|학교|주로 청소년 캐스트|귀여운 소녀들의 귀여운 일상|CGI|츤데레|무녀|마이 톰보이,등록된 줄거리가 없습니다.,6,호시조라 린(이이다 리호)|미나미 코토리(우치다 아야)|코이즈미 하나요(쿠보 유리카)|야자와 니코(토쿠이 아오조라)|니시키노 마키(파이루),쿄고쿠 나오히코,선라이즈,야리츠 타코시,
1209,https://anilife.app/content/1209?tab=info,[극장판]논논비요리: VACATION,劇場版 のんのんびより ばけーしょん,Non Non Biyori: Vacation,,,,,,,,,코미디|일상,이야시케이|시골|주로 여성 캐스트|귀여운 소녀들의 귀여운 일상|야외|주로 아이 캐스트|앙상블 캐스트|청년|여성 주인공|드로잉|배드민턴|스쿠버 다이빙|쿠데레,등록된 줄거리가 없습니다.,6,이치조우 호타루(무라카와 리에)|코시가야 나츠미(사쿠라 아야네)|코시가야 코마리(아스미 카나)|미야우치 렌게(코이와이 코토리)|니자토 아오이(시타지 시노),카와모토 신야,"실버 링크, 센타이 필름웍스",아또,
1217,https://anilife.app/content/1217?tab=info,[극장판]PSYCHO-PASS SS Case.3 은원의 저편에,PSYCHO-PASS サイコパス Sinners of the System Case.3 - 恩讐の彼方に____,PSYCHO-PASS Sinners of the System Case 3: Onshuu no Kanata ni ____,,,,,,,,,액션|심리|SF|스릴러,사이버펑크|외국|탐정|도망자|총|시골|CGI|디스토피아|음모|고어|주로 어른 캐스트|누드|복수,등록된 줄거리가 없습니다.,6,코가미 신야(세키 토모카즈)|왕척 텐징(모로호시 스미레)|하나시로 프레데리카(혼다 타카코)|가르시아 기예르모(벤이소베)|도르지 킨레이(시무라 토모유키),시오야 나오요시,"프로덕션 I.G, 후지 TV, 토호, 니트로플러스, 덴츠, MAGNET, Sony Music Entertainment",,
1201,https://anilife.app/content/1201?tab=info,더 무비 케이온,映画けいおん！,K-ON! Movie,,,,,,,,,코미디|음악|일상,귀여운 소녀들의 귀여운 일상|여성 주인공|밴드|성장기|외국|학교 클럽|주로 여성 캐스트|주로 청소년 캐스트|청년|여행|마이 톰보이|이야시케이|언어 장벽|학교|앙상블 캐스트,등록된 줄거리가 없습니다.,6,히라사와 유이(토요사키 아이세)|아키야마 미오(히카사 요우코)|타이나카 리츠(사토 사토미)|코토부키 츠무기(코토부키 미나코)|나카노 아즈사(타케타치 아야나),야마다 나오코,"교토 애니메이션, Animation Do, 센타이 필름웍스, 포니 캐년",카키후라이,
1213,https://anilife.app/content/1213?tab=info,PSYCHO-PASS 시즌3,PSYCHO-PASS サイコパス3,PSYCHO-PASS 3,,,,,,,,,액션|심리|SF|스릴러,탐정|경찰|범죄|사이버펑크|디스토피아|도시|철학|증강 현실|음모|경제|컬트|정치|총|에피소딕|비시간 순서|외국|마이 톰보이,등록된 줄거리가 없습니다.,6,신도우 아라타(카지 유우키)|이그나토프 미하일 케이(나카무라 유이치)|코가미 신야(세키 토모카즈)|츠네모리 아카네(하나자와 카나)|기노자 노부치카(노지마 켄지),시오야 나오요시,"프로덕션 I.G, 후지 TV, 토호, 니트로플러스, 덴츠, MAGNET, Sony Music Entertainment",,
1207,https://anilife.app/content/1207?tab=info,논논비요리,のんのんびより,Non Non Biyori,,,,,,,,,일상,귀여운 소녀들의 귀여운 일상|이야시케이|시골|여성 주인공|주로 여성 캐스트|주로 아이 캐스트|에피소딕|앙상블 캐스트|성장기|학교|농업|청년|비시간 순서|마이 톰보이|쿠데레,등록된 줄거리가 없습니다.,6,이치조우 호타루(무라카와 리에)|코시가야 나츠미(사쿠라 아야네)|코시가야 코마리(아스미 카나)|미야우치 렌게(코이와이 코토리)|하하 호타루노(나가시마 유코),카와모토 신야,"실버 링크, TV 도쿄, 센타이 필름웍스, 란티스, AT-X, Kadokawa Shoten, Media Factory, Sony Music Communications",아또,
1219,https://anilife.app/content/1219?tab=info,[극장판]PSYCHO-PASS 3 FIRST INSPECTOR,PSYCHO-PASS サイコパス 3 FIRST INSPECTOR,PSYCHO-PASS 3: FIRST INSPECTOR,,,,,,,,,액션|심리|SF|스릴러,범죄|경찰|사이버펑크|디스토피아|인공 지능|철학|정치|총|기억 조작,등록된 줄거리가 없습니다.,6,신도우 아라타(카지 유우키)|이그나토프 미하일 케이(나카무라 유이치)|아즈사와 코이치(호리우치 켄오)|호무라 시즈카(미야노 마모루)|코가미 신야(세키 토모카즈),시오야 나오요시,"프로덕션 I.G, 후지 TV, 토호, 니트로플러스, 덴츠, MAGNET, Sony Music Entertainment",,
1203,https://anilife.app/content/1203?tab=info,유루캠Δ,ゆるキャン△,Yuru Camp△,,,,,,,,,코미디|일상,야외|이야시케이|귀여운 소녀들의 귀여운 일상|주로 여성 캐스트|여성 주인공|시골|음식|교육|주로 청소년 캐스트|학교 클럽|청년|쿠데레|여행|원숭이|에피소딕|동물|자전거 경주,등록된 줄거리가 없습니다.,6,카가미하라 나데시코(하나모리 유미리)|이누야마 아오이(토요사키 아이세)|오오가키 치아키(하라 사유리)|사이토우 에나(타카하시 리에)|시마 린(히가시야마 나오),쿄고쿠 요시아키,"C-Station, 크런치롤",아후로,
1223,https://anilife.app/content/1223?tab=info,어떤 마술의 금서목록 3기,とある魔術の禁書目録III,Toaru Majutsu no Index III,,,,,,,,,액션|SF|초자연,도시 판타지|슈퍼 파워|마법|남성 주인공|전쟁|안티 히어로|외국|인공 지능|풍자|총|여성 하렘|수녀|성장기|고어|쿠데레,등록된 줄거리가 없습니다.,6,프로히비토룸 리브로룸 인덱스(이구치 유우카)|카미조우 토우마(아베 아츠시)|엑셀러레이터(오카모토 노부히코)|하마즈라 시아게(히노 사토시)|미사카 미코토(사토 리나),니시코리 히로시,"J.C. 스태프, 퍼니메이션, 카도카와, 스퀘어 에닉스, 무빅, 크런치롤, AT-X, NBC유니버설 엔터테인먼트 재팬, Warner Bros. Japan",가마치 와마,
1221,https://anilife.app/content/1221?tab=info,어떤 마술의 금서목록 1기,とある魔術の禁書目録,Toaru Majutsu no Index,,,,,,,,,액션|SF|초자연,마법|슈퍼 파워|도시 판타지|남성 주인공|도시|수녀|기억상실|때림 개그|여성 하렘|츤데레|인공 지능|쿠데레|고어|네토라레,등록된 줄거리가 없습니다.,6,프로히비토룸 리브로룸 인덱스(이구치 유우카)|카미조우 토우마(아베 아츠시)|미사카 미코토(사토 리나)|마그누스 스틸(타니야마 키쇼)|칸자키 카오리(이토 시즈카),니시코리 히로시,"J.C. 스태프, 퍼니메이션, 스퀘어 에닉스, AT-X, NBC유니버설 엔터테인먼트 재팬, ASCII Media Works, Kadokawa Contents Gate",가마치 와마,
1210,https://anilife.app/content/1210?tab=info,온천 요정 하코네짱,温泉幼精ハコネちゃん,Onsen Yousei Hakone-chan,,,,,,,,,코미디|일상|초자연,신화|주로 여성 캐스트|무녀|요괴|여성 주인공|유령|남성 주인공|청년|슈퍼 파워,등록된 줄거리가 없습니다.,6,하루나(이치미치 마오)|하코네(오노 사키)|토우야(무라타 타이시)|하코네코(이와타 미츠오)|오타마(후루키 노조미),야나세 유지,"아사히 프로덕션, Ashi Productions",유이 다이스케,
1229,https://anilife.app/content/1229?tab=info,러브 라이브! School idol project 1,ラブライブ! School idol project,Love Live! School idol project,,,,,,,,,음악|일상,아이돌|댄싱|주로 여성 캐스트|학교 클럽|앙상블 캐스트|학교|여성 주인공|귀여운 소녀들의 귀여운 일상|주로 청소년 캐스트|CGI|츤데레|마이 톰보이|패션|메이드|무녀|간첩,등록된 줄거리가 없습니다.,6,호시조라 린(이이다 리호)|미나미 코토리(우치다 아야)|코이즈미 하나요(쿠보 유리카)|야자와 니코(토쿠이 아오조라)|니시키노 마키(파이루),쿄고쿠 나오히코,"선라이즈, 란티스, NIS America Inc.",야리츠 타코시,
1225,https://anilife.app/content/1225?tab=info,[극장판]어떤 마술의 금서목록 엔디미온의 기적,劇場版 とある魔術の禁書目録 エンデュミオンの奇蹟,Toaru Majutsu no Index: Endymion no Kiseki,,,,,,,,,액션|음악|SF,마법|슈퍼 파워|남성 주인공|도시 판타지|아이돌|수녀|우주|인공 지능|총|쿠데레|로봇,등록된 줄거리가 없습니다.,6,프로히비토룸 리브로룸 인덱스(이구치 유우카)|카미조우 토우마(아베 아츠시)|메이고 아리사(미사와 사치카)|미사카 미코토(사토 리나)|마그누스 스틸(타니야마 키쇼),니시코리 히로시,"J.C. 스태프, SANZIGEN, 매직 캡슐, 스퀘어 에닉스, AT-X, NBC유니버설 엔터테인먼트 재팬, ASCII Media Works, Warner Home Video & Digital Distribution",가마치 와마,
1215,https://anilife.app/content/1215?tab=info,[극장판]PSYCHO-PASS SS Case.1 죄와 벌,PSYCHO-PASS サイコパス Sinners of the System Case.1 - 罪と罰,PSYCHO-PASS Sinners of the System Case 1: Tsumi to Batsu,,,,,,,,,액션|심리|SF|스릴러,사이버펑크|여성 주인공|경찰|디스토피아|범죄|주로 어른 캐스트|음모|고어|도시|CGI|탐정,등록된 줄거리가 없습니다.,6,기노자 노부치카(노지마 켄지)|시모츠키 미카(사쿠라 아야네)|츠네모리 아카네(하나자와 카나)|쿠니즈카 야요이(이토 시즈카)|카라노모리 시온(사와시로 미유키),시오야 나오요시,"프로덕션 I.G, 후지 TV, 토호, 니트로플러스, 덴츠, MAGNET, Sony Music Entertainment",,
1216,https://anilife.app/content/1216?tab=info,[극장판]PSYCHO-PASS SS Case.2 퍼스트 가디언,PSYCHO-PASS サイコパス Sinners of the System Case.2 - First Guardian,PSYCHO-PASS Sinners of the System Case 2: First Guardian,,,,,,,,,액션|심리|SF|스릴러,경찰|사이버펑크|총|군사|복수|비극|음모|주로 어른 캐스트|고어|탐정|항공|탱크,등록된 줄거리가 없습니다.,6,마사오카 토모미(아리모토 키미타카)|스고우 텟페이(토지 코우키)|코가미 신야(세키 토모카즈)|카가리 슈세이(이시다 아키라)|기노자 노부치카(노지마 켄지),시오야 나오요시,"프로덕션 I.G, 후지 TV, 토호, 니트로플러스, 덴츠, MAGNET, Sony Music Entertainment",,
1208,https://anilife.app/content/1208?tab=info,논논비요리 리피트,のんのんびより りぴーと,Non Non Biyori: Repeat,,,,,,,,,일상,시골|귀여운 소녀들의 귀여운 일상|이야시케이|에피소딕|주로 여성 캐스트|여성 주인공|주로 아이 캐스트|앙상블 캐스트|청년|학교|마이 톰보이|비시간 순서|쿠데레,등록된 줄거리가 없습니다.,6,이치조우 호타루(무라카와 리에)|코시가야 나츠미(사쿠라 아야네)|코시가야 코마리(아스미 카나)|미야우치 렌게(코이와이 코토리)|하하 호타루노(나가시마 유코),카와모토 신야,"실버 링크, TV 도쿄, 센타이 필름웍스, 란티스",아또,
1218,https://anilife.app/content/1218?tab=info,PSYCHO-PASS 신편집판,PSYCHO-PASS サイコパス,PSYCHO-PASS,,,,,,,,,액션|심리|SF|스릴러,탐정|경찰|디스토피아|범죄|사이버펑크|주로 어른 캐스트|철학|도시|인공 지능|여성 주인공|음모|복수|남성 주인공|총|계급 투쟁|안티 히어로|테러리즘|도망자|고어|증강 현실|바디 호러|비극|로봇|누드|강간,등록된 줄거리가 없습니다.,6,코가미 신야(세키 토모카즈)|츠네모리 아카네(하나자와 카나)|마키시마 쇼고(사쿠라이 타카히로)|카가리 슈세이(이시다 아키라)|기노자 노부치카(노지마 켄지),시오야 나오요시,"프로덕션 I.G, 퍼니메이션, 후지 TV, 토호, 니트로플러스, 덴츠, Sony Music Entertainment, KYORAKU",,
1214,https://anilife.app/content/1214?tab=info,[극장판]PSYCHO-PASS,劇場版 PSYCHO-PASS サイコパス,PSYCHO-PASS Movie,,,,,,,,,액션|SF,경찰|사이버펑크|여성 주인공|주로 어른 캐스트|탐정|디스토피아|군사|도시 판타지|전쟁|범죄|음모|외국|언어 장벽|철학|탱크|고어|CGI|도망자,등록된 줄거리가 없습니다.,6,코가미 신야(세키 토모카즈)|츠네모리 아카네(하나자와 카나)|기노자 노부치카(노지마 켄지)|쿠니즈카 야요이(이토 시즈카)|카라노모리 시온(사와시로 미유키),시오야 나오요시,"프로덕션 I.G, SANZIGEN, 후지 TV, 토호, 니트로플러스, 덴츠, Glovision, Sony Music Entertainment, Fujipacific Music, KYORAKU, Sony PCL",,
1212,https://anilife.app/content/1212?tab=info,PSYCHO-PASS 시즌2,PSYCHO-PASS サイコパス2,PSYCHO-PASS 2,,,,,,,,,액션|심리|SF|스릴러,탐정|범죄|경찰|사이버펑크|여성 주인공|도시|철학|고어|디스토피아|주로 어른 캐스트|테러리즘|총|증강 현실|로봇|비디오 게임,등록된 줄거리가 없습니다.,6,츠네모리 아카네(하나자와 카나)|시모츠키 미카(사쿠라 아야네)|카무이 키리토(키무라 료헤이)|토가네 사쿠야(후지와라 키히로)|기노자 노부치카(노지마 켄지),시오야 나오요시,"프로덕션 I.G, 타츠노코 프로덕션, 퍼니메이션, 후지 TV, 토호, 니트로플러스, 덴츠, Sony Music Entertainment, KYORAKU",,
1206,https://anilife.app/content/1206?tab=info,실내캠핑Δ 스페셜,へやキャン△「サウナとごはんと三輪バイク」,Heya Camp△: Sauna to Gohan to Sanrin Bike,,,,,,,,,일상,이야시케이|여성 주인공|야외|귀여운 소녀들의 귀여운 일상|음식|오토바이|광고|주로 청소년 캐스트|청년,등록된 줄거리가 없습니다.,6,시마 린(히가시야마 나오)|사이토우 에나(타카하시 리에)|시마 와타루(사쿠라이 타카히로)|바이크 산린(토요사키 아이세)|텐슈 와쇼쿠야(와카바야시 유),,"C-Station, 클락웍스, AT-X, BS11, Sony Music Solutions, 소츠, Houbunsha, DeNA, 81 Produce, MAGES., FuRyu",아후로,
1211,https://anilife.app/content/1211?tab=info,PSYCHO-PASS 시즌1,PSYCHO-PASS サイコパス,PSYCHO-PASS,,,,,,,,,액션|심리|SF|스릴러,탐정|경찰|디스토피아|범죄|사이버펑크|주로 어른 캐스트|철학|도시|인공 지능|여성 주인공|음모|복수|남성 주인공|총|계급 투쟁|안티 히어로|테러리즘|도망자|고어|증강 현실|바디 호러|비극|로봇|누드|강간,등록된 줄거리가 없습니다.,6,코가미 신야(세키 토모카즈)|츠네모리 아카네(하나자와 카나)|마키시마 쇼고(사쿠라이 타카히로)|카가리 슈세이(이시다 아키라)|기노자 노부치카(노지마 켄지),시오야 나오요시,"프로덕션 I.G, 퍼니메이션, 후지 TV, 토호, 니트로플러스, 덴츠, Sony Music Entertainment, KYORAKU",,
1222,https://anilife.app/content/1222?tab=info,어떤 마술의 금서목록 2기,とある魔術の禁書目録II,Toaru Majutsu no Index II,,,,,,,,,액션|SF|초자연,도시 판타지|마법|슈퍼 파워|때림 개그|남성 주인공|여성 하렘|기억상실|누드|수녀|츤데레|외국|인공 지능|쿠데레,등록된 줄거리가 없습니다.,6,프로히비토룸 리브로룸 인덱스(이구치 유우카)|카미조우 토우마(아베 아츠시)|미사카 미코토(사토 리나)|마그누스 스틸(타니야마 키쇼)|칸자키 카오리(이토 시즈카),니시코리 히로시,"J.C. 스태프, 퍼니메이션, 스퀘어 에닉스, AT-X, NBC유니버설 엔터테인먼트 재팬, Delfi Sound, ASCII Media Works, Geneon Entertainment",가마치 와마,
1234,https://anilife.app/content/1234?tab=info,학전도시 애스터리스크 특별편,,,,,,,,,,,,,등록된 줄거리가 없습니다.,0,,,,,
1220,https://anilife.app/content/1220?tab=info,센류소녀,川柳少女,Senryuu Shoujo,,,,,,,,,코미디|로맨스|일상,학교|남성 주인공|언어 장벽|학교 클럽|서예|여성 주인공|이성애|괴상한 코미디|드로잉|불량배|소년 만화|주로 여성 캐스트,등록된 줄거리가 없습니다.,6,유키시로 나나코(하나자와 카나)|부스지마 에이지(하타케나카 유)|오오츠키 코토(아이다 리카코)|카타기리 아마네(야하기 사유리)|야코베 키노(히사노 미사키),진포 마사토,"CONNECT, 센타이 필름웍스, DMM music",이가라시 마사쿠니,
1232,https://anilife.app/content/1232?tab=info,트리아지 X,トリアージX,Triage X,,,,,,,,,액션|드라마|에치,누드|총|소년 만화|테러리즘|여성 하렘|토쿠사츠|CGI|이성애|사랑의 삼각형|학교|아이돌,등록된 줄거리가 없습니다.,6,Arashi Mikami(아카바네 켄지)|Mikoto Kiba(혼도 유이)|Oriha Nashida(사토 아미나)|Sayo Hitsugi(시라이시 료코)|Miki Tsurugi(아사노 마스미),"타카미 아키오, 카토 타카오","Xebec, 카도카와, 닛폰 콜롬비아, DAX Production",사토 쇼지,
1231,https://anilife.app/content/1231?tab=info,러브 라이브! 더 스쿨 아이돌 무비: 오버 더 레인보우,ラブライブ！サンシャイン!! The School Idol Movie Over the Rainbow,Love Live! Sunshine!! The School Idol Movie: Over the Rainbow,,,,,,,,,음악|일상,아이돌|댄싱|주로 여성 캐스트|시골|외국|학교 클럽|여성 주인공|주로 청소년 캐스트|뮤지컬|귀여운 소녀들의 귀여운 일상|앙상블 캐스트|학교|CGI|중이병,등록된 줄거리가 없습니다.,6,타카미 치카(이나바 안즈)|사쿠라우치 리코(아이다 리카코)|마츠우라 카난(스와 나나카)|쿠로사와 디아(코미야 아리사)|와타나베 유(사이토 슈카),사카이 카즈오,선라이즈,,
1236,https://anilife.app/content/1236?tab=info,계 츠구모모,継つぐもも,Tsugu Tsugumomo,,,,,,,,,액션|코미디|에치|초자연,슈퍼 파워|누드|기억 조작|비극|신들|요괴|청년|신화|여성 하렘|무녀|시간 조작|양성애자|이세계|얀데레|학교 클럽,등록된 줄거리가 없습니다.,6,키리하(오오조라 나오미)|카가미 카즈야(미포빈 유호코)|아자미(오오노 유후코)|쿠쿠리(쿠보 유리카)|치카이시 치사토(시바사키 노리코),쿠라타니 료이치,Zero-G,하마다 요시카즈,
